english_sentence,hindi_sentence
Tea leaves are typically used in salads as a condiment and medicine is derived from the leaves.,चाय की पत्तियों का आमतौर पर सलाद में एक मसाला के रूप में उपयोग किया जाता है और दवा पत्तियों से ली जाती है।
Tea and medicine can be substituted by the leaves in salads and other foods.,सलाद और अन्य खाद्य पदार्थों में पत्तियों द्वारा चाय और दवा को प्रतिस्थापित किया जा सकता है।
"It is used in salads, along with other foods, in place of both tea and medicine.","यह चाय और दवा दोनों के स्थान पर, अन्य खाद्य पदार्थों के साथ सलाद में प्रयोग किया जाता है।"
In addition to being used as a medicine and condiment,एक दवा और मसाला के रूप में इस्तेमाल होने के अलावा
"for salads, the leaves are used for medicinal purposes.","सलाद के लिए, पत्तियों का उपयोग औषधीय उद्देश्यों के लिए किया जाता है।"
It is widely used as a culinary spice in the cuisines of,यह व्यापक रूप से व्यंजनों में एक पाक मसाले के रूप में उपयोग किया जाता है
"Thailand, Indonesia and other South-East Asian countries.","थाईलैंड, इंडोनेशिया और अन्य दक्षिण-पूर्व एशियाई देशों।"
"Thai, Indonesian, and other South-East Asian cuisines use it extensively as a culinary spice.","थाई, इंडोनेशियाई, और अन्य दक्षिण-पूर्व एशियाई व्यंजन इसे एक पाक मसाले के रूप में बड़े पैमाने पर उपयोग करते हैं।"
"In Thailand, Indonesia, and other countries of South-East Asia, it is widely used as a culinary spice.","थाईलैंड, इंडोनेशिया, और दक्षिण-पूर्व एशिया के अन्य देशों में, यह व्यापक रूप से एक पाक मसाले के रूप में उपयोग किया जाता है।"
Several South-East Asian countries use it as an ingredient in their cuisines.,कई दक्षिण-पूर्व एशियाई देश इसे अपने व्यंजनों में एक घटक के रूप में उपयोग करते हैं।
"The cuisines of Thailand, Indonesia, and other South East Asian nations often use it as a spice.","थाईलैंड, इंडोनेशिया और अन्य दक्षिण पूर्व एशियाई राष्ट्रों के व्यंजन अक्सर इसे मसाले के रूप में उपयोग करते हैं।"
"Thai cuisine, Indonesian cuisine, and other cuisines of s","थाई व्यंजन, इंडोनेशियाई व्यंजन, और एस के अन्य व्यंजन"
outh-east Asia make extensive use of it as an ingredient.,आउटह-पूर्व एशिया एक घटक के रूप में इसका व्यापक उपयोग करते हैं।
"The spice is widely used as a culinary spice in Thailand, Indonesia, and other South-East Asian countries.","मसाला थाईलैंड, इंडोनेशिया और अन्य दक्षिण-पूर्वी एशियाई देशों में एक पाक मसाले के रूप में व्यापक रूप से उपयोग किया जाता है।"
Various South-East Asian cuisines use it as a culinary spice.,विभिन्न दक्षिण-पूर्व एशियाई व्यंजन इसे एक पाक मसाले के रूप में उपयोग करते हैं।
"As a culinary spice, curry powder is widely used in Thailand, Indonesia, and other south-east Asian countries.","एक पाक मसाले के रूप में, थाईलैंड, इंडोनेशिया और अन्य दक्षिण-पूर्व एशियाई देशों में करी पाउडर का व्यापक रूप से उपयोग किया जाता है।"
"Thai, Indonesian, and other South-East Asian cuisines use it as a spice widely.","थाई, इंडोनेशियाई, और अन्य दक्षिण-पूर्व एशियाई व्यंजनों को एक मसाले के रूप में व्यापक रूप से उपयोग किया जाता है।"
"The Asian cuisines of Thailand, Indonesia, and other countries use it extensively as a spice.","थाईलैंड, इंडोनेशिया और अन्य देशों के एशियाई व्यंजनों का उपयोग मसाले के रूप में बड़े पैमाने पर उपयोग किया जाता है।"
"In Hinduism, the woody stems are used to make prayer beads for rosaries.","हिंदू धर्म में, वुडी उपजी का उपयोग गुलाब के लिए प्रार्थना मोती बनाने के लिए किया जाता है।"
Woody stems are used to make prayer beads for rosaries in Hinduism.,हिंदू धर्म में गुलाबी के लिए प्रार्थना मोती बनाने के लिए वुडी उपजी का उपयोग किया जाता है।
Rosaries are made from these woody stems in Hinduism.,हिंदू धर्म में इन वुडी उपजी से रोजगार बने होते हैं।
The woody stems of these plants are used to make Hindu prayer beads.,इन पौधों की वुडी उपजी हिंदू प्रार्थना मोती बनाने के लिए उपयोग की जाती है।
Woody stems are used for making rosaries in Hinduism.,हिंदू धर्म में गुलाबी बनाने के लिए वुडी उपजी का उपयोग किया जाता है।
"In Hinduism, the woody stems are used to make rosaries with prayer beads.","हिंदू धर्म में, वुडी उपजी का उपयोग प्रार्थना मोती के साथ गुलाबी बनाने के लिए किया जाता है।"
Woody stems are used in Hinduism to make prayer beads for rosaries.,कुलीन के लिए प्रार्थना मोती बनाने के लिए हिंदू धर्म में वुडी उपजी का उपयोग किया जाता है।
"In Hinduism, these woody stems are used to make rosary beads.","हिंदू धर्म में, इन वुडी उपजी का उपयोग रोज़री मोती बनाने के लिए किया जाता है।"
Rosaries are made with woody stems in Hinduism.,हिंदू धर्म में वुडी उपजी के साथ रोज़गार बने होते हैं।
Woody stems are used for making Hindu rosaries and prayer beads.,हिंदू गुलाब और प्रार्थना मोती बनाने के लिए वुडी उपजी का उपयोग किया जाता है।
Woody stems used for making prayer beads in Hinduism.,हिंदू धर्म में प्रार्थना मोती बनाने के लिए प्रयुक्त वुडी उपजी।
The plant is often cultivated around Hindu temples and places of worship.,पौधे को अक्सर हिंदू मंदिरों और पूजा के स्थानों के आसपास खेती की जाती है।
Hindu temples and places of worship often cultivate this plant.,हिंदू मंदिर और पूजा के स्थान अक्सर इस पौधे को खेती करते हैं।
"Often, the plant is cultivated around Hindu temples and shrines.","अक्सर, पौधे हिंदू मंदिरों और मंदिरों के आसपास खेती की जाती है।"
It is often cultivated near Hindu temples and other places of worship.,यह अक्सर हिंदू मंदिरों और पूजा के अन्य स्थानों के पास खेती की जाती है।
Many Hindu temples and places of worship cultivate the plant.,कई हिंदू मंदिर और पूजा के स्थान पौधे की खेती करते हैं।
Plants such as this are often grown around Hindu temples and shrines.,इस तरह के पौधे अक्सर हिंदू मंदिरों और मंदिरों के आसपास उगाए जाते हैं।
Hindu temples and places of worship often grow this plant.,हिंदू मंदिर और पूजा के स्थान अक्सर इस पौधे को बढ़ाते हैं।
"Often, it is grown near Hindu temples and holy places.","अक्सर, यह हिंदू मंदिरों और पवित्र स्थानों के पास उगाया जाता है।"
"Often, the plant is grown around Hindu temples and places of worship.","अक्सर, पौधे हिंदू मंदिरों और पूजा के स्थानों के आसपास उगाया जाता है।"
The plant is often cultivated near Hindu temples and religious sites.,पौधे को अक्सर हिंदू मंदिरों और धार्मिक स्थलों के पास खेती की जाती है।
It grows around Hindu temples and places of worship.,यह हिंदू मंदिरों और पूजा के स्थानों के आसपास बढ़ता है।
It is therefore regarded as a sacred plant.,इसलिए इसे एक पवित्र संयंत्र माना जाता है।
"Therefore, it is considered sacred.","इसलिए, इसे पवित्र माना जाता है।"
"As a result, it is regarded as a sacred plant.","नतीजतन, इसे एक पवित्र पौधे के रूप में माना जाता है।"
This makes it a sacred plant.,यह इसे एक पवित्र पौधा बनाता है।
The plant is therefore revered as a sacred one.,इसलिए संयंत्र को एक पवित्र व्यक्ति के रूप में सम्मानित किया जाता है।
"Thus, it is considered a sacred plant.","इस प्रकार, इसे एक पवित्र पौधा माना जाता है।"
"Because of this, it is considered sacred.","इस वजह से, इसे पवित्र माना जाता है।"
"It is, therefore, considered sacred.","इसलिए, पवित्र माना जाता है।"
"The plant, therefore, is revered as sacred.","इसलिए, संयंत्र को पवित्र के रूप में सम्मानित किया जाता है।"
"Therefore, the plant is considered sacred.","इसलिए, पौधे को पवित्र माना जाता है।"
The plant is thus regarded as sacred.,इस प्रकार पौधे को पवित्र माना जाता है।
The leaf extract is effectively used as a mosquito repellent.,पत्ती निकालने का प्रभावी ढंग से मच्छर प्रतिरोधी के रूप में उपयोग किया जाता है।
"As a mosquito repellent, the leaf extract is effective.","एक मच्छर प्रतिरोधी के रूप में, पत्ती निकालने प्रभावी है।"
Mosquitoes are effectively repelled by the extract.,मस्जिदों को प्रभावी ढंग से निकालने से पीछे छोड़ दिया जाता है।
An extract of the leaves is effective in repelling mosquitoes.,पत्तियों का एक निष्कर्ष मच्छरों को दोबारा शुरू करने में प्रभावी है।
Extracts of the leaf are effective mosquito repellents.,पत्ती के निष्कर्ष प्रभावी मच्छर विकर्षक हैं।
Mosquitos are effectively deterred by the leaf extract.,मच्छर पत्ता निकालने से प्रभावी रूप से निवारक हैं।
Mosquitoes are effectively kept away with the leaf extract.,मच्छरों को प्रभावी रूप से पत्ती निकालने के साथ रखा जाता है।
Using the leaf extract effectively repels mosquitoes.,पत्ती निकालने का उपयोग प्रभावी ढंग से मच्छरों को पीछे हटाना।
A leaf extract is an effective mosquito repellent.,एक पत्ता निकालने एक प्रभावी मच्छर प्रतिरोधी है।
Mosquito repellent properties of the leaf extract have proven effective.,पत्ती निकालने के मच्छर प्रतिरोधी गुण प्रभावी साबित हुए हैं।
The leaf extract can effectively repel mosquitoes.,पत्ती का अर्क प्रभावी रूप से मच्छरों को पीछे हट सकता है।
Tulsi is recommended as a treatment for a range of conditions.,तुलसी को कई स्थितियों के इलाज के रूप में सिफारिश की जाती है।
A number of conditions can be treated with tulsi.,तुलसी के साथ कई स्थितियों का इलाज किया जा सकता है।
"In addition to treating a variety of conditions, tulsi is recommended.","विभिन्न स्थितियों के इलाज के अलावा, तुलसी की सिफारिश की जाती है।"
There are many conditions for which tulsi is prescribed as a treatment.,ऐसी कई स्थितियां हैं जिनके लिए तुलसी को उपचार के रूप में निर्धारित किया जाता है।
There is a wide range of conditions for which tulsi has been recommended as a treatment.,ऐसी स्थितियों की एक विस्तृत श्रृंखला है जिसके लिए तुलसी को उपचार के रूप में सिफारिश की गई है।
Treatment with tulsi is recommended for many conditions.,कई स्थितियों के लिए तुलसी के साथ उपचार की सिफारिश की जाती है।
A variety of conditions benefit from tulsi treatment.,तुलसी उपचार से विभिन्न स्थितियों का लाभ होता है।
It's recommended to treat a number of ailments with tulsi.,तुलसी के साथ कई बीमारियों का इलाज करने की सिफारिश की जाती है।
The use of tulsi for health treatment is recommended for a range of ailments.,स्वास्थ्य उपचार के लिए तुलसी का उपयोग बीमारियों की एक श्रृंखला के लिए सिफारिश की जाती है।
Tulsi is recommended for treating a variety of conditions.,विभिन्न स्थितियों के इलाज के लिए तुलसी की सिफारिश की जाती है।
It is recommended for a variety of conditions.,विभिन्न स्थितियों के लिए इसकी सिफारिश की जाती है।
"It helps calm anxiety, relieves cough and asthma.","यह चिंता को शांत करने में मदद करता है, खांसी और अस्थमा से राहत देता है।"
"Asthma and cough are relieved, and anxiety is calmed.","अस्थमा और खांसी को राहत मिली है, और चिंता शांत हो गई है।"
"It calms anxiety, relieves coughs and asthma.","यह चिंता को शांत करता है, खांसी और अस्थमा से राहत देता है।"
"In addition to calming anxiety, it relieves coughing and asthma.","चिंता को शांत करने के अलावा, यह खांसी और अस्थमा से राहत देता है।"
"As well as relieving cough and asthma, it helps calm anxiety.","साथ ही खांसी और अस्थमा को राहत मिलती है, यह शांत चिंता में मदद करता है।"
"Anxiety is calmed, coughs are relieved, and asthma is treated.","चिंता शांत हो जाती है, खांसी को राहत मिलती है, और अस्थमा का इलाज किया जाता है।"
"In addition to relieving coughs and asthma, it calms anxiety.","खांसी और अस्थमा को राहत देने के अलावा, यह चिंता को शांत करता है।"
"Anxiety is calmed, cough and asthma are relieved.","चिंता शांत है, खांसी और अस्थमा को राहत मिली है।"
"It is useful for calming anxiety, coughing, and asthma.","यह चिंता, खांसी, और अस्थमा को शांत करने के लिए उपयोगी है।"
Anxiety is calmed and asthma and cough is relieved.,चिंता शांत और अस्थमा और खांसी को राहत मिली है।
Cough and asthma symptoms are relieved by it.,खांसी और अस्थमा के लक्षणों से राहत मिलती है।
"It treats back pain, eye and skin diseases, snake and scorpion bites and malaria.","यह पीठ दर्द, आंख और त्वचा रोग, सांप और बिच्छू के काटने और मलेरिया का इलाज करता है।"
"It can treat back pain, eye and skin diseases, snake and scorpion bites, and malaria.","यह पीठ दर्द, आंख और त्वचा रोग, सांप और बिच्छू के काटने, और मलेरिया का इलाज कर सकते हैं।"
"Snake and scorpion bites, back pain, eye and skin ailments, and malaria are treated with it.","सांप और बिच्छू काटने, पीठ दर्द, आंख और त्वचा की बीमारियों, और मलेरिया के साथ इलाज किया जाता है।"
"The drug treats back pain, eye and skin diseases, as well as snake and scorpion bites.","दवा पीठ दर्द, आंखों और त्वचा रोगों के साथ-साथ सांप और बिच्छू काटने का इलाज करती है।"
"In addition to treating back pain and eye problems, snake and","पीठ दर्द और आंखों की समस्याओं, सांप और इलाज के अलावा"
"scorpion bites, and malaria, it also treats skin conditions.","बिच्छू काटने, और मलेरिया, यह त्वचा की स्थिति का भी व्यवहार करता है।"
"Back pain, a variety of eye and skin conditions, snake","पीठ दर्द, आंखों और त्वचा की स्थिति, सांप की एक किस्म"
"bites, and malaria are all treated with this medicine.","काटने, और मलेरिया सभी इस दवा के साथ इलाज कर रहे हैं।"
"Among its uses are treating back pain, eye ailments, snake and scorpion bites, and malaria.","इसके उपयोगों में पीठ दर्द, आंख की बीमारियों, सांप और बिच्छू काटने, और मलेरिया का इलाज कर रहे हैं।"
"Treatments include back pain, eye and skin conditions, snake and scorpion bites, and malaria.","उपचार में पीठ दर्द, आंख और त्वचा की स्थिति, सांप और बिच्छू काटने, और मलेरिया शामिल हैं।"
"The drug is used to treat back pain, eye and skin diseases, poisonous snake bites, and malaria.","दवा का उपयोग पीठ दर्द, आंख और त्वचा रोगों, जहरीले सांप के काटने, और मलेरिया के इलाज के लिए किया जाता है।"
"The medicine treats back pain, eye and skin diseases, snake, scorpion, and malaria bites.","दवा पीठ दर्द, आंख और त्वचा रोग, सांप, बिच्छू, और मलेरिया काटने का इलाज करती है।"
"Back pain, allergies, snake and scorpion bites, and malaria can all be treated with it.","पीठ दर्द, एलर्जी, सांप और बिच्छू काटने, और मलेरिया के साथ इसका इलाज किया जा सकता है।"
"It also treats indigestion, hiccups, vomiting, gastric and cardiac related problems.","यह अपचन, हिचकी, उल्टी, गैस्ट्रिक और कार्डियक संबंधित समस्याओं का भी व्यवहार करता है।"
"Additionally, it treats indigestion, hiccups, vomiting, gastric and cardiac problems.","इसके अतिरिक्त, यह अपचन, हिचकी, उल्टी, गैस्ट्रिक और कार्डियक समस्याओं का इलाज करता है।"
"As well as treating indigestion, hiccups, vomiting, gastric and cardiac problems, it also treats indigestion and hiccups.","साथ ही अपचन, हिचकी, उल्टी, गैस्ट्रिक और हृदय संबंधी समस्याओं का इलाज, यह अपचन और हिचकी का भी इलाज करता है।"
"It can also be used for indigestion, hiccups, vomiting, as well as heart and gastric problems.","इसका उपयोग अपचन, हिचकी, उल्टी, साथ ही साथ दिल और गैस्ट्रिक समस्याओं के लिए भी किया जा सकता है।"
"Indigestion, hiccups, vomiting, gastric problems, and cardiac problems are also treated.","अपचन, हिचकी, उल्टी, गैस्ट्रिक समस्याएं, और कार्डियक समस्याओं का भी इलाज किया जाता है।"
"Additionally, it treats indigestion, hiccups, vomiting, and problems associated with gastric and cardiac functions.","इसके अतिरिक्त, यह अपचन, हिचकी, उल्टी, और गैस्ट्रिक और कार्डियक कार्यों से जुड़े समस्याओं का इलाज करता है।"
"In addition, it is capable of treating indigestion, hiccups, vomiting, and cardiac conditions.","इसके अलावा, यह अपचन, हिचकी, उल्टी, और कार्डियक स्थितियों का इलाज करने में सक्षम है।"
"Furthermore, it treats indigestion, hiccups, vomiting, and gastric/cardiac problems.","इसके अलावा, यह अपचन, हिचकी, उल्टी, और गैस्ट्रिक / हृदय संबंधी समस्याओं का इलाज करता है।"
"Also treats indigestion, hiccups, vomiting, gastric and cardiac disorders.","अपचन, हिचकी, उल्टी, गैस्ट्रिक और कार्डियक विकारों का भी व्यवहार करता है।"
"The medicine treats indigestion, hiccups, vomiting, and gastric and cardiac problems.","दवा अपचन, हिचकी, उल्टी, और गैस्ट्रिक और हृदय संबंधी समस्याओं का इलाज करती है।"
"Additionally, it treats indigestion, hiccups, vomiting, gastric and cardiac issues.","इसके अतिरिक्त, यह अपचन, हिचकी, उल्टी, गैस्ट्रिक और कार्डियक मुद्दों का इलाज करता है।"
Tulsi is perhaps one of the best examples of Ayurveda's holistic lifestyle approach to health.,तुलसी शायद स्वास्थ्य के लिए आयुर्वेद की समग्र जीवनशैली दृष्टिकोण के सर्वोत्तम उदाहरणों में से एक है।
Tulsi may be the best example of Ayurveda's holistic lifestyle approach to health.,तुलसी स्वास्थ्य के लिए आयुर्वेद की समग्र जीवनशैली दृष्टिकोण का सबसे अच्छा उदाहरण हो सकता है।
This is perhaps one of the best examples of Ayurveda's holistic approach to health.,यह शायद स्वास्थ्य के लिए आयुर्वेद के समग्र दृष्टिकोण के सर्वोत्तम उदाहरणों में से एक है।
The Ayurvedic approach to health is best exemplified by the u,स्वास्थ्य के लिए आयुर्वेदिक दृष्टिकोण यू द्वारा सबसे अच्छा उदाहरण है
"se of tulsi, which is often referred to as a herbal medicine.","तुलसी का एसई, जिसे अक्सर एक हर्बल दवा के रूप में जाना जाता है।"
"One of Ayurveda's most famous products, tulsi, is a symbol of holistic health practices.","आयुर्वेद के सबसे प्रसिद्ध उत्पादों में से एक तुलसी, समग्र स्वास्थ्य प्रथाओं का प्रतीक है।"
"Among the best examples of Ayurveda's holistic lifestyle, Tulsi stands out.","आयुर्वेद की समग्र जीवनशैली के सर्वोत्तम उदाहरणों में, तुलसी खड़ा है।"
The traditional herb tulsi is perhaps the most well-known example of Ayurveda's holistic approach to health.,पारंपरिक हर्ब तुलसी शायद स्वास्थ्य के लिए आयुर्वेद के समग्र दृष्टिकोण का सबसे प्रसिद्ध उदाहरण है।
It is considered to be one of the best examples of Ayurveda's holistic lifestyle approach to health.,इसे स्वास्थ्य के लिए आयुर्वेद की समग्र जीवनशैली दृष्टिकोण के सर्वोत्तम उदाहरणों में से एक माना जाता है।
The traditional healing power of tulsi is perhaps the best example of Ayurvedic holistic living.,तुलसी की पारंपरिक उपचार शक्ति शायद आयुर्वेदिक समग्र जीवन का सबसे अच्छा उदाहरण है।
This herb represents one of Ayurveda's holistic lifestyle approaches to health.,यह जड़ी बूटी स्वास्थ्य के लिए आयुर्वेद की समग्र जीवनशैली दृष्टिकोण में से एक का प्रतिनिधित्व करती है।
"In Ayurveda, tulsi is one of the best examples of a multifaceted health approach.","आयुर्वेद में, तुलसी एक बहुआयामी स्वास्थ्य दृष्टिकोण के सर्वोत्तम उदाहरणों में से एक है।"
It tastes hot and bitter and is said to penetrate the deep,यह गर्म और कड़वा का स्वाद लेता है और कहा जाता है कि गहरे घुसना है
"tissues, dry tissue secretions and normalize kapha and vata.","ऊतक, सूखे ऊतक स्राव और कफ और वाटा को सामान्यीकृत करते हैं।"
"The bitter taste penetrates deep tissues, dries tissue secretions, and normalizes kapha and vata.","कड़वा स्वाद गहरे ऊतकों में प्रवेश करता है, ऊतक स्राव सूखता है, और कफ और वाटा को सामान्य करता है।"
Tastes hot and bitter and is said to penetrate deep tissue,गर्म और कड़वा स्वाद और गहरे ऊतक में प्रवेश करने के लिए कहा जाता है
"s, dry out tissue secretions and normalize kapha and vata.","एस, ऊतक स्राव सूखें और कफ और वाटा को सामान्यीकृत करें।"
"Known for its hot, bitter taste, it is also said to penetrate de","इसके गर्म, कड़वा स्वाद के लिए जाना जाता है, यह भी घुसपैठ करने के लिए कहा जाता है"
"ep tissues, dry tissue secretions, and normalize Pitta and Kapha.","ईपी ऊतक, सूखे ऊतक स्राव, और पिट्टा और कफ को सामान्यीकृत करें।"
"Hot and bitter, it penetrates deep into tissues, dries tissue","गर्म और कड़वा, यह ऊतकों में गहराई में प्रवेश करता है, ऊतक सूख जाता है"
"secretions, balances kapha and vata, and normalizes digestion.","स्राव, बैलेंस कफ और वाटा, और पाचन को सामान्य करता है।"
"A hot and bitter substance, it is said to penetrate deep into the","एक गर्म और कड़वा पदार्थ, यह गहरा में प्रवेश करने के लिए कहा जाता है"
"tissues, to dry tissue secretions, and to balance kapha and vata.","ऊतक, सूखे स्राव के लिए, और कफ और वता को संतुलित करने के लिए।"
"Despite its hot and bitter taste, the herb is said to penetrate","इसके गर्म और कड़वा स्वाद के बावजूद, जड़ी बूटी को घुसना कहा जाता है"
"deep tissue, dry tissue secretions, and normalize kapha and vata.","गहरी ऊतक, शुष्क ऊतक स्राव, और कफ और वाटा को सामान्यीकृत करें।"
"This hot, bitter beverage is said to penetrate deep tissues, dry tissues and normalize kapha and vata.","यह गर्म, कड़वा पेय गहरे ऊतकों, सूखे ऊतकों को घुमाने और कफ और वाटा को सामान्य करने के लिए कहा जाता है।"
"Its hot flavor and bitter taste penetrates deep into the tissues, which","इसका गर्म स्वाद और कड़वा स्वाद ऊतकों में गहराई से प्रवेश करता है, जो"
causes them to dry out and normalize the kapha and vata constitutions.,उन्हें कफ और वाटा संविधानों को सूखने और सामान्य करने का कारण बनता है।
"It is said to penetrate deep tissues, to dry out",यह सूखने के लिए गहरे ऊतकों में प्रवेश करने के लिए कहा जाता है
fluid secretions and to normalize kapha and vata.,द्रव स्राव और कफ और वाटा को सामान्य करने के लिए।
The herb tastes hot and bitter and promotes deep tissue penetra,जड़ी बूटी गर्म और कड़वा स्वाद और गहरी ऊतक पेनेटे को बढ़ावा देती है
"tion, tissue expression, and a normalization of vata and kapha.","टियोन, ऊतक अभिव्यक्ति, और वात और कफ का एक सामान्यीकरण।"
"Daily consumption of tulsi is said to prevent disease, promote general health,","तुलसी की दैनिक खपत बीमारी को रोकने के लिए कहा जाता है, सामान्य स्वास्थ्य को बढ़ावा देता है,"
wellbeing and longevity and assist in dealing with the stresses of daily life.,कल्याण और दीर्घायु और दैनिक जीवन के तनाव से निपटने में सहायता करते हैं।
As well as preventing disease and promoting general wellbeing and longe,साथ ही बीमारी को रोकना और सामान्य कल्याण और दीर्घांकन को बढ़ावा देना
"vity, tulsi is said to help people cope with the stresses of daily life.","विट, तुलसी को लोगों को दैनिक जीवन के तनाव से निपटने में मदद करने के लिए कहा जाता है।"
"Tulsi is believed to promote health and longevity, prevent disease, promote general wellbeing, and ease stress.","तुलसी स्वास्थ्य और दीर्घायु को बढ़ावा देने, बीमारी को रोकने, सामान्य कल्याण को बढ़ावा देने और तनाव को कम करने के लिए माना जाता है।"
"Traditionally, tulsi is consumed daily to prevent disease, promote g","पारंपरिक रूप से, तुलसी को बीमारी को रोकने के लिए दैनिक उपभोग किया जाता है, जी को बढ़ावा देता है"
"eneral well-being and longevity, and ease the daily stresses of life.","एनरल वेलिंग और दीर्घायु, और जीवन के दैनिक तनाव को कम करें।"
"Tulasi, a Hindu herb, is said to prevent disease, promote good health, welln","एक हिंदू जड़ी बूटी तुलसी, बीमारी को रोकने के लिए कहा जाता है, अच्छे स्वास्थ्य को बढ़ावा देता है, वेलन"
"ess, and longevity, and assist in coping with the stresses of everyday life.","निबंध, और दीर्घायु, और रोजमर्रा की जिंदगी के तनाव के साथ मुकाबला करने में सहायता।"
"Tulsi is believed to promote health, wellbeing, longevity and th","तुलसी को स्वास्थ्य, कल्याण, दीर्घायु और वें को बढ़ावा देने के लिए माना जाता है"
e ability to deal with daily stress through regular consumption.,नियमित खपत के माध्यम से दैनिक तनाव से निपटने की ई क्षमता।
"In addition to preventing disease, it has been shown to promote g","बीमारी को रोकने के अलावा, इसे जी को बढ़ावा देने के लिए दिखाया गया है"
"eneral health, wellbeing, and longevity as well as control stress.","एनरल हेल्थ, कल्याण, और दीर्घायु के साथ ही नियंत्रण तनाव।"
"According to popular belief, tulsi is effective in preventing disease, promoting","लोकप्रिय धारणा के अनुसार, तुलसी रोग को रोकने में प्रभावी है"
"health, well-being, and longevity, and easing the mental strains of daily life.","स्वास्थ्य, कल्याण, और दीर्घायु, और दैनिक जीवन के मानसिक उपभेदों को आसान बनाना।"
"As a result, tulsi tea is believed to prevent disease, promo","नतीजतन, तुलसी चाय को बीमारी, प्रोमो को रोकने के लिए माना जाता है"
"te wellbeing and longevity, and help with stress management.","कुशल - मंगल और दीर्घायु, और तनाव प्रबंधन के साथ मदद।"
"According to the traditional Indian belief, consuming tulsi every day promotes","पारंपरिक भारतीय विश्वास के अनुसार, हर दिन तुलसी का उपभोग करता है"
"health, general wellbeing, and longevity, and alleviates stress in daily life.","स्वास्थ्य, सामान्य कल्याण, और दीर्घायु, और दैनिक जीवन में तनाव को कम करता है।"
"Consumption of tulsi is claimed to prevent disease, increase mental hea","तुलसी की खपत को बीमारी को रोकने, मानसिक एचईए में वृद्धि करने का दावा किया जाता है"
"lth, wellbeing, and longevity, and facilitate coping with daily stress.","एलटीएच, कल्याण, और दीर्घायु, और दैनिक तनाव के साथ मुकाबला करने की सुविधा।"
"Tulsi is also credited with giving luster to the complexion, sweetness to the vo","तुलसी को भी रंग के लिए चमक देने, वीओ के लिए मिठास देने का श्रेय दिया जाता है"
"ice and fostering beauty, intelligence, stamina and a calm emotional disposition.","बर्फ और सौंदर्य, खुफिया, सहनशक्ति और एक शांत भावनात्मक स्वभाव को बढ़ावा देना।"
"The benefits of Tulsi include giving luster and sweetness to the complexion, as w",तुलसी के लाभों में डब्ल्यू के रूप में रंग के चमक और मिठास देना शामिल है
"ell as fostering beauty, intelligence, stamina, and a calm emotional disposition.","ईएलएल सौंदर्य, खुफिया, सहनशक्ति, और एक शांत भावनात्मक स्वभाव को बढ़ावा देने के रूप में।"
"As well as enhancing beauty, intelligence, and stamina, Tulsi is also said to gi","साथ ही सौंदर्य, खुफिया, और सहनशक्ति को बढ़ाने के साथ, तुलसी को भी जीआई कहा जाता है"
"ve the skin luster, give a sweet voice, and foster a calm emotional disposition.","त्वचा चमक, एक मीठी आवाज दें, और एक शांत भावनात्मक स्वभाव को बढ़ावा दें।"
"The herb provides luster to the skin, sweetness to the voic","जड़ी बूटी त्वचा को चमक प्रदान करती है, आवाज के लिए मिठास"
"e, and promotes beauty, intelligence, stamina, and calmness.","ई, और सौंदर्य, खुफिया, सहनशक्ति, और शांति को बढ़ावा देता है।"
"It is said that tulsi enhances the complexion, sweetens the voice, fost","ऐसा कहा जाता है कि तुलसी रंग को बढ़ाता है, आवाज को मीठा करता है, फॉस्ट"
"ers intelligence, stamina, and cultivates a calm emotional disposition.","ers खुफिया, सहनशक्ति, और एक शांत भावनात्मक स्वभाव पैदा करता है।"
"Furthermore, Tulsi is believed to enhance beauty, intelligence, stamina, and calm emotional dispositions, among other benefits.","इसके अलावा, तुलसी को अन्य लाभों के साथ सौंदर्य, खुफिया, सहनशक्ति और शांत भावनात्मक स्वभाव को बढ़ाने के लिए माना जाता है।"
"Tulasi is also credited with giving luster to skin, sweetness to voice, and being","तुलसी को त्वचा को चमक देने, आवाज के लिए मिठास, और होने के लिए भी श्रेय दिया जाता है"
